start_time,close,datetime,high,low,open,volume
1613167200000,1850.92,2021-02-12 22:00:00,1852.0,1832.15,1848.5,17130.0765
1613170800000,1840.26,2021-02-12 23:00:00,1864.88,1827.99,1850.92,41651.75985
1613174400000,1856.43,2021-02-13 00:00:00,1863.01,1840.18,1840.24,40226.37706
1613178000000,1852.31,2021-02-13 01:00:00,1864.0,1843.0,1856.36,27007.97784
1613181600000,1861.27,2021-02-13 02:00:00,1861.5,1842.0,1852.32,25707.79276
1613185200000,1863.87,2021-02-13 03:00:00,1871.72,1852.53,1861.27,35507.65531
1613188800000,1858.24,2021-02-13 04:00:00,1866.19,1852.14,1864.07,23746.81785
1613192400000,1849.43,2021-02-13 05:00:00,1858.75,1836.27,1858.18,30757.94901
1613196000000,1841.23,2021-02-13 06:00:00,1851.19,1824.35,1849.6,26319.73663
1613199600000,1806.6,2021-02-13 07:00:00,1844.57,1805.54,1841.22,42175.78729
1613203200000,1827.29,2021-02-13 08:00:00,1829.16,1795.57,1806.22,42306.00959
1613206800000,1828.95,2021-02-13 09:00:00,1838.9,1820.87,1827.3,27120.58148
1613210400000,1796.63,2021-02-13 10:00:00,1828.95,1796.0,1828.95,46013.84962
1613214000000,1782.95,2021-02-13 11:00:00,1801.16,1765.0,1796.63,80796.69427
1613217600000,1795.84,2021-02-13 12:00:00,1809.5,1765.0,1783.01,48364.89853
1613221200000,1806.02,2021-02-13 13:00:00,1810.83,1788.99,1795.55,27016.09869
1613224800000,1807.36,2021-02-13 14:00:00,1808.27,1790.0,1806.03,27694.7905
1613228400000,1816.54,2021-02-13 15:00:00,1823.87,1804.15,1807.5,32254.01246
1613232000000,1809.26,2021-02-13 16:00:00,1823.0,1798.31,1816.43,29771.48486
1613235600000,1793.64,2021-02-13 17:00:00,1810.2,1782.63,1809.4,31062.66391
1613239200000,1801.3,2021-02-13 18:00:00,1810.83,1785.0,1793.64,23962.07612
1613242800000,1799.44,2021-02-13 19:00:00,1810.0,1793.0,1801.19,18458.52704
1613246400000,1800.0,2021-02-13 20:00:00,1801.79,1787.62,1799.43,25936.32926
1613250000000,1812.06,2021-02-13 21:00:00,1819.4,1797.67,1800.0,21226.95932
1613253600000,1815.0,2021-02-13 22:00:00,1819.69,1804.12,1812.24,13620.72941
1613257200000,1814.96,2021-02-13 23:00:00,1823.99,1811.16,1814.99,20533.27404
1613260800000,1832.13,2021-02-14 00:00:00,1832.69,1806.85,1815.25,29192.14611
1613264400000,1833.0,2021-02-14 01:00:00,1840.0,1825.31,1832.13,21988.51605
1613268000000,1823.99,2021-02-14 02:00:00,1843.67,1821.2,1832.99,35170.96364
1613271600000,1809.03,2021-02-14 03:00:00,1829.73,1807.0,1823.92,23494.93247
1613275200000,1816.91,2021-02-14 04:00:00,1820.0,1800.0,1809.03,34077.71845
1613278800000,1840.21,2021-02-14 05:00:00,1843.0,1812.44,1816.9,31200.30469
1613282400000,1837.01,2021-02-14 06:00:00,1850.0,1833.67,1840.21,48290.36533
1613286000000,1831.7,2021-02-14 07:00:00,1840.8,1829.46,1837.24,19241.39981
1613289600000,1829.36,2021-02-14 08:00:00,1840.77,1824.77,1831.63,21743.51073
1613293200000,1838.84,2021-02-14 09:00:00,1839.99,1826.35,1829.39,20174.58071
1613296800000,1835.84,2021-02-14 10:00:00,1847.54,1833.0,1838.84,23910.65086
1613300400000,1831.88,2021-02-14 11:00:00,1836.54,1825.97,1835.81,24974.63045
1613304000000,1838.17,2021-02-14 12:00:00,1844.28,1829.11,1831.98,29582.57971
1613307600000,1811.46,2021-02-14 13:00:00,1841.27,1801.1,1838.18,42028.44167
1613311200000,1806.99,2021-02-14 14:00:00,1822.62,1795.49,1811.46,39552.5116
1613314800000,1799.05,2021-02-14 15:00:00,1812.86,1784.11,1807.0,50285.07769
1613318400000,1809.99,2021-02-14 16:00:00,1810.0,1789.03,1799.04,35389.10322
1613322000000,1802.6,2021-02-14 17:00:00,1814.0,1800.86,1810.0,23814.16335
1613325600000,1806.89,2021-02-14 18:00:00,1811.02,1797.0,1802.6,17535.56634
1613329200000,1804.55,2021-02-14 19:00:00,1812.0,1797.0,1806.89,18696.8178
1613332800000,1817.4,2021-02-14 20:00:00,1820.78,1800.0,1804.55,18606.85815
1613336400000,1827.06,2021-02-14 21:00:00,1827.96,1812.72,1817.41,17923.81638
1613340000000,1823.82,2021-02-14 22:00:00,1832.2,1823.12,1827.04,15738.08507
1613343600000,1800.42,2021-02-14 23:00:00,1826.29,1800.0,1823.88,32649.03845
1613347200000,1806.49,2021-02-15 00:00:00,1813.02,1800.03,1800.03,19540.78966
1613350800000,1753.35,2021-02-15 01:00:00,1812.0,1728.68,1806.49,97072.05368
1613354400000,1719.47,2021-02-15 02:00:00,1760.93,1655.67,1753.01,149288.05618
1613358000000,1727.64,2021-02-15 03:00:00,1736.91,1695.2,1719.47,63365.47952
1613361600000,1723.68,2021-02-15 04:00:00,1727.64,1687.39,1727.64,60783.44841
1613365200000,1723.38,2021-02-15 05:00:00,1731.5,1702.74,1723.67,28705.87479
1613368800000,1736.75,2021-02-15 06:00:00,1747.23,1721.8,1723.26,44799.71251
1613372400000,1749.67,2021-02-15 07:00:00,1759.95,1735.59,1736.84,39348.11293
1613376000000,1763.26,2021-02-15 08:00:00,1770.21,1740.52,1749.68,34540.96942
1613379600000,1762.67,2021-02-15 09:00:00,1770.38,1751.3,1763.25,28585.84578
1613383200000,1771.89,2021-02-15 10:00:00,1773.5,1755.31,1762.68,24929.39771
1613386800000,1787.48,2021-02-15 11:00:00,1796.28,1769.26,1771.9,35035.1957
1613390400000,1805.14,2021-02-15 12:00:00,1810.0,1776.44,1787.76,41151.36424
1613394000000,1803.01,2021-02-15 13:00:00,1814.68,1796.77,1805.14,42532.71404
1613397600000,1785.2,2021-02-15 14:00:00,1812.3,1782.3,1802.94,42391.61959
1613401200000,1810.28,2021-02-15 15:00:00,1810.91,1784.42,1785.2,31334.98169
1613404800000,1819.83,2021-02-15 16:00:00,1834.0,1810.32,1810.32,56235.971
1613408400000,1818.42,2021-02-15 17:00:00,1827.89,1811.19,1819.99,23901.37217
1613412000000,1805.69,2021-02-15 18:00:00,1825.29,1805.3,1818.43,20078.01932
1613415600000,1824.71,2021-02-15 19:00:00,1825.8,1805.69,1805.93,23443.05507
1613419200000,1825.67,2021-02-15 20:00:00,1835.72,1817.14,1824.55,31485.73828
1613422800000,1789.23,2021-02-15 21:00:00,1830.34,1786.6,1825.67,39953.52272
1613426400000,1798.67,2021-02-15 22:00:00,1799.96,1762.65,1789.17,39105.78276
1613430000000,1779.25,2021-02-15 23:00:00,1807.0,1770.13,1798.67,35865.50162
1613433600000,1774.66,2021-02-16 00:00:00,1783.33,1744.92,1779.33,49885.84423
1613437200000,1801.49,2021-02-16 01:00:00,1802.23,1772.5,1774.5,30099.67887
1613440800000,1799.29,2021-02-16 02:00:00,1807.26,1794.32,1801.5,19742.63661
1613444400000,1822.0,2021-02-16 03:00:00,1827.28,1797.44,1799.29,34174.37159
1613448000000,1812.98,2021-02-16 04:00:00,1827.28,1810.06,1822.16,33405.61168
1613451600000,1808.85,2021-02-16 05:00:00,1819.0,1801.74,1812.98,20518.26145
1613455200000,1797.09,2021-02-16 06:00:00,1809.59,1779.95,1808.69,31130.29275
1613458800000,1797.57,2021-02-16 07:00:00,1802.0,1785.16,1797.09,20898.26218
1613462400000,1809.02,2021-02-16 08:00:00,1809.7,1791.0,1797.79,34790.61646
1613466000000,1802.16,2021-02-16 09:00:00,1809.02,1795.55,1809.02,18858.8973
1613469600000,1794.68,2021-02-16 10:00:00,1805.0,1787.0,1802.28,21379.0847
1613473200000,1783.13,2021-02-16 11:00:00,1795.0,1777.11,1794.73,28830.60288
1613476800000,1801.18,2021-02-16 12:00:00,1825.0,1770.0,1783.12,91018.71428
1613480400000,1777.53,2021-02-16 13:00:00,1806.78,1775.0,1801.17,44669.51479
1613484000000,1782.89,2021-02-16 14:00:00,1789.03,1761.08,1777.84,41843.51626
1613487600000,1773.22,2021-02-16 15:00:00,1794.01,1773.0,1782.98,24545.7812
1613491200000,1749.26,2021-02-16 16:00:00,1781.51,1748.0,1773.23,59692.06108
1613494800000,1752.07,2021-02-16 17:00:00,1765.83,1741.34,1749.26,39976.21276
1613498400000,1758.19,2021-02-16 18:00:00,1762.37,1724.0,1752.24,49234.13719
1613502000000,1752.08,2021-02-16 19:00:00,1762.51,1748.62,1758.1,27351.97228
1613505600000,1752.14,2021-02-16 20:00:00,1752.78,1729.78,1752.01,31300.09239
1613509200000,1752.62,2021-02-16 21:00:00,1755.43,1737.5,1752.09,24377.50817
1613512800000,1768.49,2021-02-16 22:00:00,1770.01,1747.83,1752.62,17827.74512
1613516400000,1781.99,2021-02-16 23:00:00,1784.53,1765.43,1768.49,21942.05891
1613520000000,1765.18,2021-02-17 00:00:00,1786.27,1761.43,1781.99,24314.73072
1613523600000,1761.25,2021-02-17 01:00:00,1777.46,1758.53,1765.18,17449.82188
1613527200000,1770.17,2021-02-17 02:00:00,1781.5,1760.4,1761.41,25879.21392
1613530800000,1753.61,2021-02-17 03:00:00,1772.69,1742.3,1770.17,28268.02901
1613534400000,1738.77,2021-02-17 04:00:00,1762.22,1733.01,1753.61,28642.5724
1613538000000,1747.48,2021-02-17 05:00:00,1749.87,1735.0,1738.64,19735.10025
1613541600000,1772.76,2021-02-17 06:00:00,1775.88,1744.0,1747.53,33250.87869
1613545200000,1806.21,2021-02-17 07:00:00,1808.0,1770.0,1772.75,53322.75253
1613548800000,1800.24,2021-02-17 08:00:00,1809.84,1789.25,1806.15,36761.13657
1613552400000,1811.63,2021-02-17 09:00:00,1820.0,1796.96,1800.24,45314.7658
1613556000000,1806.15,2021-02-17 10:00:00,1821.93,1801.02,1811.63,31201.66317
1613559600000,1807.6,2021-02-17 11:00:00,1814.51,1803.0,1806.24,23814.47972
1613563200000,1825.19,2021-02-17 12:00:00,1842.32,1806.18,1807.6,74498.36122
1613566800000,1823.8,2021-02-17 13:00:00,1830.48,1804.0,1825.2,38212.09328
1613570400000,1816.99,2021-02-17 14:00:00,1827.37,1806.42,1823.75,34723.32817
1613574000000,1812.0,2021-02-17 15:00:00,1822.45,1806.02,1817.0,29001.30591
1613577600000,1815.46,2021-02-17 16:00:00,1826.47,1800.0,1812.18,38312.38477
1613581200000,1819.26,2021-02-17 17:00:00,1822.0,1810.0,1815.48,19650.73959
1613584800000,1817.82,2021-02-17 18:00:00,1824.79,1813.94,1819.27,19717.348
1613588400000,1837.76,2021-02-17 19:00:00,1840.97,1816.23,1817.83,40231.38467
1613592000000,1829.47,2021-02-17 20:00:00,1842.0,1826.0,1837.76,32399.84632
1613595600000,1852.99,2021-02-17 21:00:00,1853.78,1822.63,1829.01,46147.627
