start_time,addresses_count_active,addresses_count_receiver,addresses_count_sender,datetime
1589248800000,13930,9448,6896,2020-05-12 02:00:00
1589252400000,14600,10786,6396,2020-05-12 03:00:00
1589256000000,12327,8799,5459,2020-05-12 04:00:00
1589259600000,12008,8306,5748,2020-05-12 05:00:00
1589263200000,10778,7647,5071,2020-05-12 06:00:00
1589266800000,11706,8571,5187,2020-05-12 07:00:00
1589270400000,15619,11547,6688,2020-05-12 08:00:00
1589274000000,18467,13259,8223,2020-05-12 09:00:00
1589277600000,15998,10206,8671,2020-05-12 10:00:00
1589281200000,13541,9368,6628,2020-05-12 11:00:00
1589284800000,15747,11050,7684,2020-05-12 12:00:00
1589288400000,14881,10332,7494,2020-05-12 13:00:00
1589292000000,15549,10569,7894,2020-05-12 14:00:00
1589295600000,14590,9926,7566,2020-05-12 15:00:00
1589299200000,14764,10313,7601,2020-05-12 16:00:00
1589302800000,14968,10224,7877,2020-05-12 17:00:00
1589306400000,14082,9038,7992,2020-05-12 18:00:00
1589310000000,12596,7837,7655,2020-05-12 19:00:00
1589313600000,12573,8192,7342,2020-05-12 20:00:00
1589317200000,11864,7630,7129,2020-05-12 21:00:00
1589320800000,11059,7098,6487,2020-05-12 22:00:00
1589324400000,10405,7117,5490,2020-05-12 23:00:00
1589328000000,10241,6662,5837,2020-05-13 00:00:00
1589331600000,11247,7269,6198,2020-05-13 01:00:00
1589335200000,12766,8884,6035,2020-05-13 02:00:00
1589338800000,11879,7788,6027,2020-05-13 03:00:00
1589342400000,10221,7092,4992,2020-05-13 04:00:00
1589346000000,12388,8097,6553,2020-05-13 05:00:00
1589349600000,12139,8338,5866,2020-05-13 06:00:00
1589353200000,13294,9858,5848,2020-05-13 07:00:00
1589356800000,14568,10945,6194,2020-05-13 08:00:00
1589360400000,14082,10227,6424,2020-05-13 09:00:00
1589364000000,13616,9600,6587,2020-05-13 10:00:00
1589367600000,13612,9734,6434,2020-05-13 11:00:00
1589371200000,15389,10583,7615,2020-05-13 12:00:00
1589374800000,15332,10550,7849,2020-05-13 13:00:00
1589378400000,15651,11077,7456,2020-05-13 14:00:00
1589382000000,15495,10299,8321,2020-05-13 15:00:00
1589385600000,14809,9980,7885,2020-05-13 16:00:00
1589389200000,14060,9245,7529,2020-05-13 17:00:00
1589392800000,14759,9558,8000,2020-05-13 18:00:00
1589396400000,14690,9832,8173,2020-05-13 19:00:00
1589400000000,12639,7836,7778,2020-05-13 20:00:00
1589403600000,12331,7851,7138,2020-05-13 21:00:00
1589407200000,12803,8067,7802,2020-05-13 22:00:00
1589410800000,10827,6804,6396,2020-05-13 23:00:00
1589414400000,11046,7053,6278,2020-05-14 00:00:00
1589418000000,12417,8067,6661,2020-05-14 01:00:00
1589421600000,12471,8911,5781,2020-05-14 02:00:00
1589425200000,14603,11140,5908,2020-05-14 03:00:00
1589428800000,11942,8402,5689,2020-05-14 04:00:00
1589432400000,10425,7390,4853,2020-05-14 05:00:00
1589436000000,13251,8812,6784,2020-05-14 06:00:00
1589439600000,14424,10899,5956,2020-05-14 07:00:00
1589443200000,15796,11994,6355,2020-05-14 08:00:00
1589446800000,15016,10714,6905,2020-05-14 09:00:00
1589450400000,15748,10528,8102,2020-05-14 10:00:00
1589454000000,15103,10722,7184,2020-05-14 11:00:00
1589457600000,15031,10339,7423,2020-05-14 12:00:00
1589461200000,14360,9847,7131,2020-05-14 13:00:00
1589464800000,17484,12311,8381,2020-05-14 14:00:00
1589468400000,15179,10043,8165,2020-05-14 15:00:00
1589472000000,13790,9390,7262,2020-05-14 16:00:00
1589475600000,13692,9305,7270,2020-05-14 17:00:00
1589479200000,11741,7946,6483,2020-05-14 18:00:00
1589482800000,13546,8437,7871,2020-05-14 19:00:00
1589486400000,13279,8772,7380,2020-05-14 20:00:00
1589490000000,12231,7650,7301,2020-05-14 21:00:00
1589493600000,12939,7995,7656,2020-05-14 22:00:00
1589497200000,12630,7903,7146,2020-05-14 23:00:00
1589500800000,12198,7737,6860,2020-05-15 00:00:00
1589504400000,11995,8206,6131,2020-05-15 01:00:00
1589508000000,13403,9620,6129,2020-05-15 02:00:00
1589511600000,14407,10077,6770,2020-05-15 03:00:00
1589515200000,14554,9790,7067,2020-05-15 04:00:00
1589518800000,13712,9366,6792,2020-05-15 05:00:00
1589522400000,13187,8786,6696,2020-05-15 06:00:00
1589526000000,14799,10856,6632,2020-05-15 07:00:00
1589529600000,15801,11699,6855,2020-05-15 08:00:00
1589533200000,16023,11573,7331,2020-05-15 09:00:00
1589536800000,15521,10198,7938,2020-05-15 10:00:00
1589540400000,15433,10461,7957,2020-05-15 11:00:00
1589544000000,17538,10364,9993,2020-05-15 12:00:00
1589547600000,15241,10733,7635,2020-05-15 13:00:00
1589551200000,16323,11708,7551,2020-05-15 14:00:00
1589554800000,14545,9758,7836,2020-05-15 15:00:00
1589558400000,15398,10454,8338,2020-05-15 16:00:00
1589562000000,13593,8766,7785,2020-05-15 17:00:00
1589565600000,13838,9013,7813,2020-05-15 18:00:00
1589569200000,12624,8144,7556,2020-05-15 19:00:00
1589572800000,12739,8294,7639,2020-05-15 20:00:00
1589576400000,11903,7692,7073,2020-05-15 21:00:00
1589580000000,11433,7166,6887,2020-05-15 22:00:00
1589583600000,11190,6947,6674,2020-05-15 23:00:00
1589587200000,11767,7253,7011,2020-05-16 00:00:00
1589590800000,11375,7372,6216,2020-05-16 01:00:00
1589594400000,12753,9040,6142,2020-05-16 02:00:00
1589598000000,12320,8134,6455,2020-05-16 03:00:00
1589601600000,12273,8304,6337,2020-05-16 04:00:00
1589605200000,11916,8006,6303,2020-05-16 05:00:00
1589608800000,12672,8582,6703,2020-05-16 06:00:00
1589612400000,14445,10473,6588,2020-05-16 07:00:00
1589616000000,15510,11558,6248,2020-05-16 08:00:00
1589619600000,14960,10894,6475,2020-05-16 09:00:00
1589623200000,15765,10238,7930,2020-05-16 10:00:00
1589626800000,14882,10225,7185,2020-05-16 11:00:00
1589630400000,14531,9531,7705,2020-05-16 12:00:00
1589634000000,13550,8811,7160,2020-05-16 13:00:00
1589637600000,13696,8894,7121,2020-05-16 14:00:00
1589641200000,15838,9732,9361,2020-05-16 15:00:00
1589644800000,13515,8753,7456,2020-05-16 16:00:00
1589648400000,13066,8366,7618,2020-05-16 17:00:00
1589652000000,13445,8868,7264,2020-05-16 18:00:00
1589655600000,14269,8446,8397,2020-05-16 19:00:00
1589659200000,11990,7203,7340,2020-05-16 20:00:00
1589662800000,12152,7544,7157,2020-05-16 21:00:00
1589666400000,10983,6565,6829,2020-05-16 22:00:00
1589670000000,12023,7792,6474,2020-05-16 23:00:00
1589673600000,11941,8088,6241,2020-05-17 00:00:00
1589677200000,12018,7740,6693,2020-05-17 01:00:00
1589680800000,11836,8245,5635,2020-05-17 02:00:00
1589684400000,12801,8826,6369,2020-05-17 03:00:00
1589688000000,12676,9050,5774,2020-05-17 04:00:00
1589691600000,13965,9403,6708,2020-05-17 05:00:00
1589695200000,13717,7829,8046,2020-05-17 06:00:00
1589698800000,13563,9275,6587,2020-05-17 07:00:00
1589702400000,15450,11156,7005,2020-05-17 08:00:00
1589706000000,14280,10007,6752,2020-05-17 09:00:00
1589709600000,13190,9202,6482,2020-05-17 10:00:00
1589713200000,13064,8767,6895,2020-05-17 11:00:00
1589716800000,13729,8918,7166,2020-05-17 12:00:00
1589720400000,15676,10538,8139,2020-05-17 13:00:00
1589724000000,14210,9190,7717,2020-05-17 14:00:00
1589727600000,14868,10193,7500,2020-05-17 15:00:00
1589731200000,15026,9982,7987,2020-05-17 16:00:00
1589734800000,13435,8733,7431,2020-05-17 17:00:00
1589738400000,12969,8102,7756,2020-05-17 18:00:00
1589742000000,11537,7331,6716,2020-05-17 19:00:00
1589745600000,11641,7215,7057,2020-05-17 20:00:00
1589749200000,11628,7079,7099,2020-05-17 21:00:00
1589752800000,11256,7310,6176,2020-05-17 22:00:00
1589756400000,10156,6315,5927,2020-05-17 23:00:00
1589760000000,10585,6743,6008,2020-05-18 00:00:00
1589763600000,9796,6573,5006,2020-05-18 01:00:00
1589767200000,12228,8356,5951,2020-05-18 02:00:00
1589770800000,12628,8870,6014,2020-05-18 03:00:00
1589774400000,14910,10160,7000,2020-05-18 04:00:00
1589778000000,15182,10284,7409,2020-05-18 05:00:00
1589781600000,13139,9142,6070,2020-05-18 06:00:00
1589785200000,15507,10944,7333,2020-05-18 07:00:00
1589788800000,17594,12660,7812,2020-05-18 08:00:00
1589792400000,17307,12075,8049,2020-05-18 09:00:00
1589796000000,15227,10676,6998,2020-05-18 10:00:00
1589799600000,15088,10375,7303,2020-05-18 11:00:00
1589803200000,15416,10590,7566,2020-05-18 12:00:00
1589806800000,14360,9952,6859,2020-05-18 13:00:00
1589810400000,16092,11392,7479,2020-05-18 14:00:00
1589814000000,16524,11480,8083,2020-05-18 15:00:00
1589817600000,15409,10207,8117,2020-05-18 16:00:00
1589821200000,13616,9156,7489,2020-05-18 17:00:00
1589824800000,12959,8905,6736,2020-05-18 18:00:00
1589828400000,13367,8715,7641,2020-05-18 19:00:00
1589832000000,12478,7975,7323,2020-05-18 20:00:00
1589835600000,13211,9061,7868,2020-05-18 21:00:00
1589839200000,11688,7604,6469,2020-05-18 22:00:00
1589842800000,11240,7348,6192,2020-05-18 23:00:00
1589846400000,12032,7841,6562,2020-05-19 00:00:00
1589850000000,13149,9041,6313,2020-05-19 01:00:00
1589853600000,12211,8678,5474,2020-05-19 02:00:00
1589857200000,15265,10669,7012,2020-05-19 03:00:00
1589860800000,13300,9439,6063,2020-05-19 04:00:00
1589864400000,12934,9472,5610,2020-05-19 05:00:00
1589868000000,13836,9322,6860,2020-05-19 06:00:00
1589871600000,15381,11530,6458,2020-05-19 07:00:00
1589875200000,15436,11648,6363,2020-05-19 08:00:00
1589878800000,16215,11866,7004,2020-05-19 09:00:00
1589882400000,14717,10235,7207,2020-05-19 10:00:00
1589886000000,13959,9463,7261,2020-05-19 11:00:00
1589889600000,14414,9887,7263,2020-05-19 12:00:00
1589893200000,14584,9947,7602,2020-05-19 13:00:00
1589896800000,14369,9792,7347,2020-05-19 14:00:00
1589900400000,13949,9280,7456,2020-05-19 15:00:00
1589904000000,14660,9839,7832,2020-05-19 16:00:00
1589907600000,14013,8839,8063,2020-05-19 17:00:00
1589911200000,19322,8988,13232,2020-05-19 18:00:00
1589914800000,15703,8741,9876,2020-05-19 19:00:00
1589918400000,12235,7814,7225,2020-05-19 20:00:00
1589922000000,11796,7391,7196,2020-05-19 21:00:00
1589925600000,12410,7698,7225,2020-05-19 22:00:00
1589929200000,10723,6644,6188,2020-05-19 23:00:00
1589932800000,12542,7482,7455,2020-05-20 00:00:00
1589936400000,14190,8990,7434,2020-05-20 01:00:00
1589940000000,13056,8689,6439,2020-05-20 02:00:00
1589943600000,12967,8893,6142,2020-05-20 03:00:00
1589947200000,14214,9889,6811,2020-05-20 04:00:00
1589950800000,12998,8997,6191,2020-05-20 05:00:00
1589954400000,13610,9634,6315,2020-05-20 06:00:00
1589958000000,14712,10940,6272,2020-05-20 07:00:00
1589961600000,16255,12095,6710,2020-05-20 08:00:00
1589965200000,16435,11871,7267,2020-05-20 09:00:00
1589968800000,15493,11024,7109,2020-05-20 10:00:00
1589972400000,15337,10434,7881,2020-05-20 11:00:00
1589976000000,13981,9968,6672,2020-05-20 12:00:00
1589979600000,14302,10151,6806,2020-05-20 13:00:00
1589983200000,14531,10220,6899,2020-05-20 14:00:00
1589986800000,14549,10186,6976,2020-05-20 15:00:00
1589990400000,15677,11058,7678,2020-05-20 16:00:00
1589994000000,14579,9502,7915,2020-05-20 17:00:00
1589997600000,13218,8341,7696,2020-05-20 18:00:00
1590001200000,13207,8104,8113,2020-05-20 19:00:00
1590004800000,14122,8209,8833,2020-05-20 20:00:00
1590008400000,12004,7581,7220,2020-05-20 21:00:00
1590012000000,13340,8692,7162,2020-05-20 22:00:00
1590015600000,11765,7391,6772,2020-05-20 23:00:00
1590019200000,12517,7246,7594,2020-05-21 00:00:00
1590022800000,13813,8721,7671,2020-05-21 01:00:00
1590026400000,14539,9660,7372,2020-05-21 02:00:00
1590030000000,13651,9234,6648,2020-05-21 03:00:00
1590033600000,13910,8970,7033,2020-05-21 04:00:00
1590037200000,16755,9552,9644,2020-05-21 05:00:00
1590040800000,17130,9945,9508,2020-05-21 06:00:00
1590044400000,14787,10678,6381,2020-05-21 07:00:00
1590048000000,16678,12600,6661,2020-05-21 08:00:00
1590051600000,16284,11645,7292,2020-05-21 09:00:00
1590055200000,18600,11618,9801,2020-05-21 10:00:00
1590058800000,15294,10585,7348,2020-05-21 11:00:00
1590062400000,15470,10802,7348,2020-05-21 12:00:00
1590066000000,16304,11344,7743,2020-05-21 13:00:00
1590069600000,14506,10034,6889,2020-05-21 14:00:00
1590073200000,18114,12655,8916,2020-05-21 15:00:00
1590076800000,16631,11862,7930,2020-05-21 16:00:00
1590080400000,16087,10999,8132,2020-05-21 17:00:00
1590084000000,13686,8847,7710,2020-05-21 18:00:00
1590087600000,14298,8722,8780,2020-05-21 19:00:00
1590091200000,13575,8463,7980,2020-05-21 20:00:00
1590094800000,13590,8302,8200,2020-05-21 21:00:00
1590098400000,15935,10327,8494,2020-05-21 22:00:00
1590102000000,14178,8898,7874,2020-05-21 23:00:00
1590105600000,14534,9470,7842,2020-05-22 00:00:00
1590109200000,14152,10394,6111,2020-05-22 01:00:00
1590112800000,15423,11384,6610,2020-05-22 02:00:00
1590116400000,13640,10027,5803,2020-05-22 03:00:00
1590120000000,13271,9153,6105,2020-05-22 04:00:00
1590123600000,12253,8374,5897,2020-05-22 05:00:00
1590127200000,15999,11142,7367,2020-05-22 06:00:00
1590130800000,17024,12011,7619,2020-05-22 07:00:00
1590134400000,17179,12908,6810,2020-05-22 08:00:00
1590138000000,16701,12468,6878,2020-05-22 09:00:00
1590141600000,17433,11247,8825,2020-05-22 10:00:00
1590145200000,14510,10257,6767,2020-05-22 11:00:00
1590148800000,13903,9352,7098,2020-05-22 12:00:00
1590152400000,13926,9865,6803,2020-05-22 13:00:00
1590156000000,13933,9754,6941,2020-05-22 14:00:00
1590159600000,14886,10319,7569,2020-05-22 15:00:00
1590163200000,14065,9529,7449,2020-05-22 16:00:00
1590166800000,16120,10566,8670,2020-05-22 17:00:00
1590170400000,14335,9363,7781,2020-05-22 18:00:00
1590174000000,14924,9725,8175,2020-05-22 19:00:00
1590177600000,13193,7992,8078,2020-05-22 20:00:00
1590181200000,12721,7559,7980,2020-05-22 21:00:00
1590184800000,12842,8113,7132,2020-05-22 22:00:00
1590188400000,12221,7532,6803,2020-05-22 23:00:00
1590192000000,12703,7405,7550,2020-05-23 00:00:00
1590195600000,14694,8493,8457,2020-05-23 01:00:00
1590199200000,15893,11467,6866,2020-05-23 02:00:00
1590202800000,13673,9569,6298,2020-05-23 03:00:00
1590206400000,14851,9717,7330,2020-05-23 04:00:00
1590210000000,12896,8218,6623,2020-05-23 05:00:00
1590213600000,15431,9859,7796,2020-05-23 06:00:00
1590217200000,15944,10875,7623,2020-05-23 07:00:00
1590220800000,16068,11843,6779,2020-05-23 08:00:00
1590224400000,16677,12154,7315,2020-05-23 09:00:00
1590228000000,14681,10104,7310,2020-05-23 10:00:00
1590231600000,13301,8983,6833,2020-05-23 11:00:00
1590235200000,14021,9302,7332,2020-05-23 12:00:00
1590238800000,15700,9515,8872,2020-05-23 13:00:00
1590242400000,16074,10674,8291,2020-05-23 14:00:00
1590246000000,14322,9111,8107,2020-05-23 15:00:00
1590249600000,14493,9237,8145,2020-05-23 16:00:00
1590253200000,13189,8184,7700,2020-05-23 17:00:00
1590256800000,13194,8119,7867,2020-05-23 18:00:00
1590260400000,12551,7379,7783,2020-05-23 19:00:00
1590264000000,12983,7039,8440,2020-05-23 20:00:00
1590267600000,12117,6675,8076,2020-05-23 21:00:00
1590271200000,11607,6845,7174,2020-05-23 22:00:00
1590274800000,9558,5653,5690,2020-05-23 23:00:00
1590278400000,10033,6174,5819,2020-05-24 00:00:00
1590282000000,11070,6776,6014,2020-05-24 01:00:00
1590285600000,13576,9865,5939,2020-05-24 02:00:00
1590289200000,13406,8901,6616,2020-05-24 03:00:00
1590292800000,10898,6821,5757,2020-05-24 04:00:00
1590296400000,11118,7054,5988,2020-05-24 05:00:00
1590300000000,11940,7670,6057,2020-05-24 06:00:00
1590303600000,13674,10093,5715,2020-05-24 07:00:00
1590307200000,14861,11101,6133,2020-05-24 08:00:00
1590310800000,15266,11089,6569,2020-05-24 09:00:00
1590314400000,15042,9715,7880,2020-05-24 10:00:00
1590318000000,14566,9879,7244,2020-05-24 11:00:00
1590321600000,13468,8784,7225,2020-05-24 12:00:00
1590325200000,14872,10369,7105,2020-05-24 13:00:00
1590328800000,13646,8583,7247,2020-05-24 14:00:00
1590332400000,16159,9866,9083,2020-05-24 15:00:00
1590336000000,13964,9453,7124,2020-05-24 16:00:00
1590339600000,14427,9975,7159,2020-05-24 17:00:00
1590343200000,11921,7908,6389,2020-05-24 18:00:00
1590346800000,14518,9776,7475,2020-05-24 19:00:00
1590350400000,19804,8515,13831,2020-05-24 20:00:00
1590354000000,10350,6302,6333,2020-05-24 21:00:00
1590357600000,10840,6947,6070,2020-05-24 22:00:00
1590361200000,11555,5879,7538,2020-05-24 23:00:00
1590364800000,12397,7251,7173,2020-05-25 00:00:00
1590368400000,10417,7248,4798,2020-05-25 01:00:00
1590372000000,13042,9840,5235,2020-05-25 02:00:00
1590375600000,10598,7395,4833,2020-05-25 03:00:00
1590379200000,13848,10051,5920,2020-05-25 04:00:00
1590382800000,14152,10270,5989,2020-05-25 05:00:00
1590386400000,14272,9986,6315,2020-05-25 06:00:00
1590390000000,12774,9451,5394,2020-05-25 07:00:00
1590393600000,15050,11105,6449,2020-05-25 08:00:00
1590397200000,14879,10473,6980,2020-05-25 09:00:00
1590400800000,15160,10494,7094,2020-05-25 10:00:00
1590404400000,16661,12100,7086,2020-05-25 11:00:00
1590408000000,14971,10297,7315,2020-05-25 12:00:00
1590411600000,15921,10972,7723,2020-05-25 13:00:00
1590415200000,15054,10286,7618,2020-05-25 14:00:00
1590418800000,14436,9691,7579,2020-05-25 15:00:00
1590422400000,15206,10467,7511,2020-05-25 16:00:00
1590426000000,13841,8999,7666,2020-05-25 17:00:00
1590429600000,13278,8707,7364,2020-05-25 18:00:00
1590433200000,14132,8530,8576,2020-05-25 19:00:00
1590436800000,12964,7907,7796,2020-05-25 20:00:00
1590440400000,11731,7251,6913,2020-05-25 21:00:00
1590444000000,12969,9022,6225,2020-05-25 22:00:00
1590447600000,12506,8868,5682,2020-05-25 23:00:00
1590451200000,12632,8555,6192,2020-05-26 00:00:00
1590454800000,11508,7556,5727,2020-05-26 01:00:00
1590458400000,13026,8940,6214,2020-05-26 02:00:00
1590462000000,13877,10518,5377,2020-05-26 03:00:00
1590465600000,12950,9358,5677,2020-05-26 04:00:00
1590469200000,11372,8031,5151,2020-05-26 05:00:00
1590472800000,13116,9278,5961,2020-05-26 06:00:00
1590476400000,14988,11017,6365,2020-05-26 07:00:00
1590480000000,17511,12953,7300,2020-05-26 08:00:00
1590483600000,17533,13010,7226,2020-05-26 09:00:00
1590487200000,16260,11808,7037,2020-05-26 10:00:00
1590490800000,16158,11886,6860,2020-05-26 11:00:00
1590494400000,16370,11783,7416,2020-05-26 12:00:00
1590498000000,17376,12020,8153,2020-05-26 13:00:00
1590501600000,17170,12274,8005,2020-05-26 14:00:00
1590505200000,15853,11065,7826,2020-05-26 15:00:00
1590508800000,14926,9345,8593,2020-05-26 16:00:00
1590512400000,15007,9689,8205,2020-05-26 17:00:00
1590516000000,15449,10208,7799,2020-05-26 18:00:00
1590519600000,14198,9600,7248,2020-05-26 19:00:00
1590523200000,13378,8454,7495,2020-05-26 20:00:00
1590526800000,12479,7501,7700,2020-05-26 21:00:00
1590530400000,13765,9035,7684,2020-05-26 22:00:00
1590534000000,15492,7734,10450,2020-05-26 23:00:00
1590537600000,13130,8470,7212,2020-05-27 00:00:00
1590541200000,14318,9585,7585,2020-05-27 01:00:00
1590544800000,14366,9950,7100,2020-05-27 02:00:00
1590548400000,15049,10370,7283,2020-05-27 03:00:00
1590552000000,14026,9788,6617,2020-05-27 04:00:00
1590555600000,14507,10121,6844,2020-05-27 05:00:00
1590559200000,15183,10474,7337,2020-05-27 06:00:00
1590562800000,16341,11759,7298,2020-05-27 07:00:00
1590566400000,17669,12892,7534,2020-05-27 08:00:00
1590570000000,18894,13318,8688,2020-05-27 09:00:00
1590573600000,14193,10011,6748,2020-05-27 10:00:00
1590577200000,14336,9938,7095,2020-05-27 11:00:00
1590580800000,16156,11028,8249,2020-05-27 12:00:00
1590584400000,17839,12349,8666,2020-05-27 13:00:00
1590588000000,17034,11865,8351,2020-05-27 14:00:00
1590591600000,16457,11048,8681,2020-05-27 15:00:00
1590595200000,15429,10289,8279,2020-05-27 16:00:00
1590598800000,13913,9365,7235,2020-05-27 17:00:00
1590602400000,15161,10626,7385,2020-05-27 18:00:00
1590606000000,15135,10150,7962,2020-05-27 19:00:00
1590609600000,14012,9392,7130,2020-05-27 20:00:00
1590613200000,13483,8352,7749,2020-05-27 21:00:00
1590616800000,13768,9006,7664,2020-05-27 22:00:00
1590620400000,11919,8202,5819,2020-05-27 23:00:00
1590624000000,12105,8296,6257,2020-05-28 00:00:00
1590627600000,11849,8278,5632,2020-05-28 01:00:00
1590631200000,16476,12476,6535,2020-05-28 02:00:00
1590634800000,15299,11511,5812,2020-05-28 03:00:00
1590638400000,13692,9578,6286,2020-05-28 04:00:00
1590642000000,12694,8838,6016,2020-05-28 05:00:00
1590645600000,13712,9557,6415,2020-05-28 06:00:00
1590649200000,16429,11926,7317,2020-05-28 07:00:00
1590652800000,18901,12774,9257,2020-05-28 08:00:00
1590656400000,17908,13078,7717,2020-05-28 09:00:00
1590660000000,17754,12655,7967,2020-05-28 10:00:00
1590663600000,15791,10470,8151,2020-05-28 11:00:00
1590667200000,17119,11651,8630,2020-05-28 12:00:00
1590670800000,16365,10955,8172,2020-05-28 13:00:00
1590674400000,19230,12777,10166,2020-05-28 14:00:00
1590678000000,16809,11447,8864,2020-05-28 15:00:00
1590681600000,15997,10922,8617,2020-05-28 16:00:00
1590685200000,15487,10107,8617,2020-05-28 17:00:00
1590688800000,14081,9178,7833,2020-05-28 18:00:00
1590692400000,14176,8698,8344,2020-05-28 19:00:00
1590696000000,13644,8035,8262,2020-05-28 20:00:00
1590699600000,11948,7560,6906,2020-05-28 21:00:00
1590703200000,13685,8166,8227,2020-05-28 22:00:00
1590706800000,13010,8232,7530,2020-05-28 23:00:00
1590710400000,13562,8537,7805,2020-05-29 00:00:00
1590714000000,15454,9351,8690,2020-05-29 01:00:00
1590717600000,18364,12730,8470,2020-05-29 02:00:00
1590721200000,17000,9982,9761,2020-05-29 03:00:00
1590724800000,16808,9794,9558,2020-05-29 04:00:00
1590728400000,16867,10430,9258,2020-05-29 05:00:00
1590732000000,15391,9874,8358,2020-05-29 06:00:00
1590735600000,15525,10720,7540,2020-05-29 07:00:00
1590739200000,18515,13677,8224,2020-05-29 08:00:00
1590742800000,19589,13951,9226,2020-05-29 09:00:00
1590746400000,17325,11613,8876,2020-05-29 10:00:00
1590750000000,16571,10263,9556,2020-05-29 11:00:00
1590753600000,16982,11412,8819,2020-05-29 12:00:00
1590757200000,16652,11377,8503,2020-05-29 13:00:00
1590760800000,16620,11546,8484,2020-05-29 14:00:00
1590764400000,17069,11061,9535,2020-05-29 15:00:00
1590768000000,14342,9572,7973,2020-05-29 16:00:00
1590771600000,15143,9825,8429,2020-05-29 17:00:00
1590775200000,15463,10207,8333,2020-05-29 18:00:00
1590778800000,15813,8990,9691,2020-05-29 19:00:00
1590782400000,15385,8129,10082,2020-05-29 20:00:00
1590786000000,14202,7728,9159,2020-05-29 21:00:00
1590789600000,12984,8411,7020,2020-05-29 22:00:00
1590793200000,13636,7725,8165,2020-05-29 23:00:00
1590796800000,11666,7365,6480,2020-05-30 00:00:00
1590800400000,11685,7672,6029,2020-05-30 01:00:00
1590804000000,12015,8743,5446,2020-05-30 02:00:00
1590807600000,12886,9158,5908,2020-05-30 03:00:00
1590811200000,12209,8458,5884,2020-05-30 04:00:00
1590814800000,14016,9556,6928,2020-05-30 05:00:00
1590818400000,15108,10229,7663,2020-05-30 06:00:00
1590822000000,16541,11558,8156,2020-05-30 07:00:00
1590825600000,18280,13028,8526,2020-05-30 08:00:00
1590829200000,17904,12851,8333,2020-05-30 09:00:00
1590832800000,16741,11383,8492,2020-05-30 10:00:00
1590836400000,16745,11239,9028,2020-05-30 11:00:00
1590840000000,17325,11580,9108,2020-05-30 12:00:00
1590843600000,17918,11896,9437,2020-05-30 13:00:00
1590847200000,15666,10201,8671,2020-05-30 14:00:00
1590850800000,17999,11623,9977,2020-05-30 15:00:00
1590854400000,14921,9813,8337,2020-05-30 16:00:00
1590858000000,15302,10191,8057,2020-05-30 17:00:00
1590861600000,15484,9963,8432,2020-05-30 18:00:00
1590865200000,12986,8226,7621,2020-05-30 19:00:00
1590868800000,14262,8833,8603,2020-05-30 20:00:00
1590872400000,12700,7847,7668,2020-05-30 21:00:00
1590876000000,14022,9284,7588,2020-05-30 22:00:00
1590879600000,13342,8303,7786,2020-05-30 23:00:00
1590883200000,13140,8409,7424,2020-05-31 00:00:00
1590886800000,11588,7801,5873,2020-05-31 01:00:00
1590890400000,12885,9132,5960,2020-05-31 02:00:00
1590894000000,13088,9093,6395,2020-05-31 03:00:00
1590897600000,12184,8329,5965,2020-05-31 04:00:00
1590901200000,12838,9242,5808,2020-05-31 05:00:00
1590904800000,13958,9430,7064,2020-05-31 06:00:00
1590908400000,15046,10101,7549,2020-05-31 07:00:00
1590912000000,16662,12260,7296,2020-05-31 08:00:00
1590915600000,16533,11539,7942,2020-05-31 09:00:00
1590919200000,14407,9404,7757,2020-05-31 10:00:00
1590922800000,13195,8663,7261,2020-05-31 11:00:00
1590926400000,15353,10048,8528,2020-05-31 12:00:00
1590930000000,15943,10519,8690,2020-05-31 13:00:00
1590933600000,16246,11119,8530,2020-05-31 14:00:00
1590937200000,17658,11182,9904,2020-05-31 15:00:00
1590940800000,15036,9950,8406,2020-05-31 16:00:00
1590944400000,13092,8469,7552,2020-05-31 17:00:00
1590948000000,14649,9306,8181,2020-05-31 18:00:00
1590951600000,12078,7714,6998,2020-05-31 19:00:00
1590955200000,12517,7895,7441,2020-05-31 20:00:00
1590958800000,12364,7691,7379,2020-05-31 21:00:00
1590962400000,12387,7706,7112,2020-05-31 22:00:00
1590966000000,10255,6750,5489,2020-05-31 23:00:00
1590969600000,10925,7081,5943,2020-06-01 00:00:00
1590973200000,11186,7686,5379,2020-06-01 01:00:00
1590976800000,13786,10139,5846,2020-06-01 02:00:00
1590980400000,14652,10197,6639,2020-06-01 03:00:00
1590984000000,13573,9235,6665,2020-06-01 04:00:00
1590987600000,13645,9761,6012,2020-06-01 05:00:00
1590991200000,16473,11757,7327,2020-06-01 06:00:00
1590994800000,16114,11453,7213,2020-06-01 07:00:00
1590998400000,18041,13184,7805,2020-06-01 08:00:00
1591002000000,18644,13336,8575,2020-06-01 09:00:00
1591005600000,16174,11009,8011,2020-06-01 10:00:00
1591009200000,16179,10742,8540,2020-06-01 11:00:00
1591012800000,16918,11422,8720,2020-06-01 12:00:00
1591016400000,18407,12452,9217,2020-06-01 13:00:00
1591020000000,18494,12809,8979,2020-06-01 14:00:00
1591023600000,16875,11844,8023,2020-06-01 15:00:00
1591027200000,17917,12136,9436,2020-06-01 16:00:00
1591030800000,16029,10676,8644,2020-06-01 17:00:00
1591034400000,15327,9501,8992,2020-06-01 18:00:00
1591038000000,14965,9173,8942,2020-06-01 19:00:00
