start_time,addresses_count_active,addresses_count_receiver,addresses_count_sender,datetime
1651406400000,20752,11685,12727,2022-05-01 12:00:00
1651410000000,23313,14550,12594,2022-05-01 13:00:00
1651413600000,26111,16642,14032,2022-05-01 14:00:00
1651417200000,23055,12578,14543,2022-05-01 15:00:00
1651420800000,23105,13086,14263,2022-05-01 16:00:00
1651424400000,23705,12616,15306,2022-05-01 17:00:00
1651428000000,23133,12096,15283,2022-05-01 18:00:00
1651431600000,21701,11837,14019,2022-05-01 19:00:00
1651435200000,20753,11806,12979,2022-05-01 20:00:00
1651438800000,23069,12242,15048,2022-05-01 21:00:00
1651442400000,19172,10918,12113,2022-05-01 22:00:00
1651446000000,18815,10637,11885,2022-05-01 23:00:00
1651449600000,18905,10801,11862,2022-05-02 00:00:00
1651453200000,19375,11321,11839,2022-05-02 01:00:00
1651456800000,17579,9996,11040,2022-05-02 02:00:00
1651460400000,24677,17151,11404,2022-05-02 03:00:00
1651464000000,19541,10426,12606,2022-05-02 04:00:00
1651467600000,18323,10284,11360,2022-05-02 05:00:00
1651471200000,19252,10907,11809,2022-05-02 06:00:00
1651474800000,23248,15830,11396,2022-05-02 07:00:00
1651478400000,23192,15174,11611,2022-05-02 08:00:00
1651482000000,20267,12395,11464,2022-05-02 09:00:00
1651485600000,19200,11582,11229,2022-05-02 10:00:00
1651489200000,18774,10776,11524,2022-05-02 11:00:00
1651492800000,19230,11285,11643,2022-05-02 12:00:00
1651496400000,22267,13324,13438,2022-05-02 13:00:00
1651500000000,24507,14649,14484,2022-05-02 14:00:00
1651503600000,25672,14133,16520,2022-05-02 15:00:00
1651507200000,25407,13096,16882,2022-05-02 16:00:00
1651510800000,22070,12046,14113,2022-05-02 17:00:00
1651514400000,19309,11179,11947,2022-05-02 18:00:00
1651518000000,19644,11384,12109,2022-05-02 19:00:00
1651521600000,20258,11357,12699,2022-05-02 20:00:00
1651525200000,18515,10029,12161,2022-05-02 21:00:00
1651528800000,19446,10973,12257,2022-05-02 22:00:00
1651532400000,20784,11526,13304,2022-05-02 23:00:00
1651536000000,16801,9468,10656,2022-05-03 00:00:00
1651539600000,18019,9854,11765,2022-05-03 01:00:00
1651543200000,21040,13088,11656,2022-05-03 02:00:00
1651546800000,20840,13054,10640,2022-05-03 03:00:00
1651550400000,19198,10861,11512,2022-05-03 04:00:00
1651554000000,19501,11111,11785,2022-05-03 05:00:00
1651557600000,17711,10182,10675,2022-05-03 06:00:00
1651561200000,22309,15230,10782,2022-05-03 07:00:00
1651564800000,21062,12345,12423,2022-05-03 08:00:00
1651568400000,19162,12106,10301,2022-05-03 09:00:00
1651572000000,19405,11598,11264,2022-05-03 10:00:00
1651575600000,19853,11340,11968,2022-05-03 11:00:00
1651579200000,19509,11600,11536,2022-05-03 12:00:00
1651582800000,20371,11959,12060,2022-05-03 13:00:00
1651586400000,21737,13048,12836,2022-05-03 14:00:00
1651590000000,21750,12491,13385,2022-05-03 15:00:00
1651593600000,21488,12453,13151,2022-05-03 16:00:00
1651597200000,21242,11979,13318,2022-05-03 17:00:00
1651600800000,23606,12177,15592,2022-05-03 18:00:00
1651604400000,21474,12343,13437,2022-05-03 19:00:00
1651608000000,20197,11750,12547,2022-05-03 20:00:00
1651611600000,19422,11515,11901,2022-05-03 21:00:00
1651615200000,18432,10533,11748,2022-05-03 22:00:00
1651618800000,21101,12275,12660,2022-05-03 23:00:00
1651622400000,17773,9412,11661,2022-05-04 00:00:00
1651626000000,19481,10770,12423,2022-05-04 01:00:00
1651629600000,21266,13010,12022,2022-05-04 02:00:00
1651633200000,23675,16442,11306,2022-05-04 03:00:00
1651636800000,19244,10286,12199,2022-05-04 04:00:00
1651640400000,18934,10548,11600,2022-05-04 05:00:00
1651644000000,21114,11263,13599,2022-05-04 06:00:00
1651647600000,20980,13367,11523,2022-05-04 07:00:00
1651651200000,25123,16497,13128,2022-05-04 08:00:00
1651654800000,21006,12081,12551,2022-05-04 09:00:00
1651658400000,21016,12082,12783,2022-05-04 10:00:00
1651662000000,23639,11636,15908,2022-05-04 11:00:00
1651665600000,21538,12488,13021,2022-05-04 12:00:00
1651669200000,22620,13708,13242,2022-05-04 13:00:00
1651672800000,23592,14054,14191,2022-05-04 14:00:00
1651676400000,23502,13615,14432,2022-05-04 15:00:00
1651680000000,23693,12496,15476,2022-05-04 16:00:00
1651683600000,22280,12699,13861,2022-05-04 17:00:00
1651687200000,21002,12190,13039,2022-05-04 18:00:00
1651690800000,20787,12170,12879,2022-05-04 19:00:00
1651694400000,21701,11810,14061,2022-05-04 20:00:00
1651698000000,21208,11647,13827,2022-05-04 21:00:00
1651701600000,20693,11872,12956,2022-05-04 22:00:00
1651705200000,19447,11239,12017,2022-05-04 23:00:00
1651708800000,19145,11121,11783,2022-05-05 00:00:00
1651712400000,23661,13239,14566,2022-05-05 01:00:00
1651716000000,28720,17245,16117,2022-05-05 02:00:00
1651719600000,30788,19603,16285,2022-05-05 03:00:00
1651723200000,20742,11562,12832,2022-05-05 04:00:00
1651726800000,23465,13206,14281,2022-05-05 05:00:00
1651730400000,20273,11875,12261,2022-05-05 06:00:00
1651734000000,23746,14351,13291,2022-05-05 07:00:00
1651737600000,23458,14914,12669,2022-05-05 08:00:00
1651741200000,24365,14270,14081,2022-05-05 09:00:00
1651744800000,22134,13755,12549,2022-05-05 10:00:00
1651748400000,22851,13402,13727,2022-05-05 11:00:00
1651752000000,20755,12255,12007,2022-05-05 12:00:00
1651755600000,20870,12417,12288,2022-05-05 13:00:00
1651759200000,24203,13989,14478,2022-05-05 14:00:00
1651762800000,24109,14723,14064,2022-05-05 15:00:00
1651766400000,22018,13279,13123,2022-05-05 16:00:00
1651770000000,23722,14320,13986,2022-05-05 17:00:00
1651773600000,21059,12686,12492,2022-05-05 18:00:00
1651777200000,21673,13185,12990,2022-05-05 19:00:00
1651780800000,25398,15287,14696,2022-05-05 20:00:00
1651784400000,18761,10502,11655,2022-05-05 21:00:00
1651788000000,21988,12346,13857,2022-05-05 22:00:00
1651791600000,19072,11049,12013,2022-05-05 23:00:00
1651795200000,17784,10465,11116,2022-05-06 00:00:00
1651798800000,20455,11343,12950,2022-05-06 01:00:00
1651802400000,23318,13814,13630,2022-05-06 02:00:00
1651806000000,23792,12567,15682,2022-05-06 03:00:00
1651809600000,21591,13134,12441,2022-05-06 04:00:00
1651813200000,20173,11744,12391,2022-05-06 05:00:00
1651816800000,21138,12505,12877,2022-05-06 06:00:00
1651820400000,23012,15013,12577,2022-05-06 07:00:00
1651824000000,23394,15307,13044,2022-05-06 08:00:00
1651827600000,29145,21237,12971,2022-05-06 09:00:00
1651831200000,24940,12494,16773,2022-05-06 10:00:00
1651834800000,21228,12562,13028,2022-05-06 11:00:00
1651838400000,22024,13693,12929,2022-05-06 12:00:00
1651842000000,26759,16369,15305,2022-05-06 13:00:00
1651845600000,26208,14601,16261,2022-05-06 14:00:00
1651849200000,24805,14814,15149,2022-05-06 15:00:00
1651852800000,23156,12645,14976,2022-05-06 16:00:00
1651856400000,20397,12163,12601,2022-05-06 17:00:00
1651860000000,20056,12145,12247,2022-05-06 18:00:00
1651863600000,20991,11627,13731,2022-05-06 19:00:00
1651867200000,19676,11622,12402,2022-05-06 20:00:00
1651870800000,18762,10765,12125,2022-05-06 21:00:00
1651874400000,19463,10682,12643,2022-05-06 22:00:00
1651878000000,17821,10481,11074,2022-05-06 23:00:00
1651881600000,18377,9840,12139,2022-05-07 00:00:00
1651885200000,19726,10982,12541,2022-05-07 01:00:00
1651888800000,22066,10837,14698,2022-05-07 02:00:00
1651892400000,22457,12521,13578,2022-05-07 03:00:00
1651896000000,24003,15986,11583,2022-05-07 04:00:00
1651899600000,17387,9244,11374,2022-05-07 05:00:00
1651903200000,17366,9995,10774,2022-05-07 06:00:00
1651906800000,23453,15314,12076,2022-05-07 07:00:00
1651910400000,21244,12611,12454,2022-05-07 08:00:00
1651914000000,22040,11382,14384,2022-05-07 09:00:00
1651917600000,22745,11666,14639,2022-05-07 10:00:00
1651921200000,19376,10871,12047,2022-05-07 11:00:00
1651924800000,22426,12582,13988,2022-05-07 12:00:00
1651928400000,20117,11696,12475,2022-05-07 13:00:00
1651932000000,21079,10449,14372,2022-05-07 14:00:00
1651935600000,22639,11591,15319,2022-05-07 15:00:00
1651939200000,21887,11863,14452,2022-05-07 16:00:00
1651942800000,21785,12003,14497,2022-05-07 17:00:00
1651946400000,20088,11170,13325,2022-05-07 18:00:00
1651950000000,19877,10502,13504,2022-05-07 19:00:00
1651953600000,19563,11073,12620,2022-05-07 20:00:00
1651957200000,17663,9928,11768,2022-05-07 21:00:00
1651960800000,19015,10787,12478,2022-05-07 22:00:00
1651964400000,16472,9480,10849,2022-05-07 23:00:00
1651968000000,21294,10470,14733,2022-05-08 00:00:00
1651971600000,18643,10766,11575,2022-05-08 01:00:00
1651975200000,19809,10952,12827,2022-05-08 02:00:00
1651978800000,20631,13144,11617,2022-05-08 03:00:00
1651982400000,18481,10099,12017,2022-05-08 04:00:00
1651986000000,19374,11045,12091,2022-05-08 05:00:00
1651989600000,18771,10724,12055,2022-05-08 06:00:00
1651993200000,21045,14106,11203,2022-05-08 07:00:00
1651996800000,21359,13572,11803,2022-05-08 08:00:00
1652000400000,24648,16040,13208,2022-05-08 09:00:00
1652004000000,22234,12412,13874,2022-05-08 10:00:00
1652007600000,22187,11620,14634,2022-05-08 11:00:00
1652011200000,20752,10819,14061,2022-05-08 12:00:00
1652014800000,22118,12229,14326,2022-05-08 13:00:00
1652018400000,19343,11971,11545,2022-05-08 14:00:00
1652022000000,19841,12057,12566,2022-05-08 15:00:00
1652025600000,24070,12617,16336,2022-05-08 16:00:00
1652029200000,22943,12104,15522,2022-05-08 17:00:00
1652032800000,20371,11425,13432,2022-05-08 18:00:00
1652036400000,20255,11242,13324,2022-05-08 19:00:00
1652040000000,22727,12463,14697,2022-05-08 20:00:00
1652043600000,22097,11433,14782,2022-05-08 21:00:00
1652047200000,21038,11044,14310,2022-05-08 22:00:00
1652050800000,21773,10994,14872,2022-05-08 23:00:00
1652054400000,17086,9100,11432,2022-05-09 00:00:00
1652058000000,18636,10029,12536,2022-05-09 01:00:00
1652061600000,21889,12990,13091,2022-05-09 02:00:00
1652065200000,25744,17691,13264,2022-05-09 03:00:00
1652068800000,20528,11792,13097,2022-05-09 04:00:00
1652072400000,21752,11392,14752,2022-05-09 05:00:00
1652076000000,25050,12099,17708,2022-05-09 06:00:00
1652079600000,24433,16092,13317,2022-05-09 07:00:00
1652083200000,24010,14660,14525,2022-05-09 08:00:00
1652086800000,22526,13517,14077,2022-05-09 09:00:00
1652090400000,22339,13466,13512,2022-05-09 10:00:00
1652094000000,22064,14472,12287,2022-05-09 11:00:00
1652097600000,24050,14915,14545,2022-05-09 12:00:00
1652101200000,23868,14692,14870,2022-05-09 13:00:00
1652104800000,22833,14400,13182,2022-05-09 14:00:00
1652108400000,23257,13030,14732,2022-05-09 15:00:00
1652112000000,21893,13218,12954,2022-05-09 16:00:00
1652115600000,21983,13883,12996,2022-05-09 17:00:00
1652119200000,21132,13437,11935,2022-05-09 18:00:00
1652122800000,20863,13286,12023,2022-05-09 19:00:00
1652126400000,21197,13593,12158,2022-05-09 20:00:00
1652130000000,21186,13579,12168,2022-05-09 21:00:00
1652133600000,20529,11810,12941,2022-05-09 22:00:00
1652137200000,17387,10426,10911,2022-05-09 23:00:00
1652140800000,17263,11110,9916,2022-05-10 00:00:00
1652144400000,20877,12073,12954,2022-05-10 01:00:00
1652148000000,24795,14155,15072,2022-05-10 02:00:00
1652151600000,30203,20274,14973,2022-05-10 03:00:00
1652155200000,22266,12516,13993,2022-05-10 04:00:00
1652158800000,20260,12646,11939,2022-05-10 05:00:00
1652162400000,19744,11993,11931,2022-05-10 06:00:00
1652166000000,24754,17684,12251,2022-05-10 07:00:00
1652169600000,24755,16117,14172,2022-05-10 08:00:00
1652173200000,24558,14479,15512,2022-05-10 09:00:00
1652176800000,24821,15298,15320,2022-05-10 10:00:00
1652180400000,26406,16035,16928,2022-05-10 11:00:00
1652184000000,26869,17076,17332,2022-05-10 12:00:00
1652187600000,25859,16885,16420,2022-05-10 13:00:00
1652191200000,25144,16287,15894,2022-05-10 14:00:00
1652194800000,27447,16725,18299,2022-05-10 15:00:00
1652198400000,25223,16066,16379,2022-05-10 16:00:00
1652202000000,22700,12956,14276,2022-05-10 17:00:00
1652205600000,22451,13414,13546,2022-05-10 18:00:00
1652209200000,22813,13173,13973,2022-05-10 19:00:00
1652212800000,21574,12476,13380,2022-05-10 20:00:00
1652216400000,18203,11278,10923,2022-05-10 21:00:00
1652220000000,16000,10055,9578,2022-05-10 22:00:00
1652223600000,16400,10380,9605,2022-05-10 23:00:00
1652227200000,17913,10847,11039,2022-05-11 00:00:00
1652230800000,17953,10936,10726,2022-05-11 01:00:00
1652234400000,21325,13851,11214,2022-05-11 02:00:00
1652238000000,26579,18458,12995,2022-05-11 03:00:00
1652241600000,17210,9931,10848,2022-05-11 04:00:00
1652245200000,19012,11466,11373,2022-05-11 05:00:00
1652248800000,19837,11387,12386,2022-05-11 06:00:00
1652252400000,17162,10937,9078,2022-05-11 07:00:00
1652256000000,18285,11695,9470,2022-05-11 08:00:00
1652259600000,20902,14502,9750,2022-05-11 09:00:00
1652263200000,25510,16865,12595,2022-05-11 10:00:00
1652266800000,17690,11321,9486,2022-05-11 11:00:00
1652270400000,18851,11831,10061,2022-05-11 12:00:00
1652274000000,18091,11904,8964,2022-05-11 13:00:00
1652277600000,23537,16153,11178,2022-05-11 14:00:00
1652281200000,23660,15663,12014,2022-05-11 15:00:00
1652284800000,22271,13843,12120,2022-05-11 16:00:00
1652288400000,22016,14353,11511,2022-05-11 17:00:00
1652292000000,22777,14123,12817,2022-05-11 18:00:00
1652295600000,20926,13854,10989,2022-05-11 19:00:00
1652299200000,20398,13414,10884,2022-05-11 20:00:00
1652302800000,25557,13717,15615,2022-05-11 21:00:00
1652306400000,25227,13575,15834,2022-05-11 22:00:00
1652310000000,23977,12797,14972,2022-05-11 23:00:00
1652313600000,26222,12293,17335,2022-05-12 00:00:00
1652317200000,26278,14003,15851,2022-05-12 01:00:00
1652320800000,26349,12417,17338,2022-05-12 02:00:00
1652324400000,29743,14457,18683,2022-05-12 03:00:00
1652328000000,25775,11851,16818,2022-05-12 04:00:00
1652331600000,26399,11783,17652,2022-05-12 05:00:00
1652335200000,28617,12871,18944,2022-05-12 06:00:00
1652338800000,22585,9193,15064,2022-05-12 07:00:00
1652342400000,31389,14725,19933,2022-05-12 08:00:00
1652346000000,31810,12791,21898,2022-05-12 09:00:00
1652349600000,32292,14236,21220,2022-05-12 10:00:00
1652353200000,32290,14391,21223,2022-05-12 11:00:00
1652356800000,30317,13061,20250,2022-05-12 12:00:00
1652360400000,32193,14320,21654,2022-05-12 13:00:00
1652364000000,20872,14133,10155,2022-05-12 14:00:00
1652367600000,22273,15433,10478,2022-05-12 15:00:00
1652371200000,23901,15635,12603,2022-05-12 16:00:00
1652374800000,26579,19506,10989,2022-05-12 17:00:00
1652378400000,22377,15195,11151,2022-05-12 18:00:00
1652382000000,24499,16582,12038,2022-05-12 19:00:00
1652385600000,26328,18572,12026,2022-05-12 20:00:00
1652389200000,26349,18529,12174,2022-05-12 21:00:00
1652392800000,20574,14170,10076,2022-05-12 22:00:00
1652396400000,17204,11261,9057,2022-05-12 23:00:00
1652400000000,30640,13220,20918,2022-05-13 00:00:00
1652403600000,30941,13699,20996,2022-05-13 01:00:00
1652407200000,31475,13752,21046,2022-05-13 02:00:00
1652410800000,33955,14812,22967,2022-05-13 03:00:00
1652414400000,33825,15075,22360,2022-05-13 04:00:00
1652418000000,34730,15278,22827,2022-05-13 05:00:00
1652421600000,36285,14644,25041,2022-05-13 06:00:00
1652425200000,38207,17457,24416,2022-05-13 07:00:00
1652428800000,38310,16021,25862,2022-05-13 08:00:00
1652432400000,26221,12130,17181,2022-05-13 09:00:00
1652436000000,27324,16384,14570,2022-05-13 10:00:00
1652439600000,25716,14995,14624,2022-05-13 11:00:00
1652443200000,23032,13939,13153,2022-05-13 12:00:00
1652446800000,21780,12978,12837,2022-05-13 13:00:00
1652450400000,21058,13715,11278,2022-05-13 14:00:00
1652454000000,20589,13485,11196,2022-05-13 15:00:00
1652457600000,20756,13059,11632,2022-05-13 16:00:00
1652461200000,22647,13330,13354,2022-05-13 17:00:00
1652464800000,20789,12963,11820,2022-05-13 18:00:00
1652468400000,22872,12894,13948,2022-05-13 19:00:00
1652472000000,21897,12725,13043,2022-05-13 20:00:00
1652475600000,25041,15429,13819,2022-05-13 21:00:00
1652479200000,24726,15887,13216,2022-05-13 22:00:00
1652482800000,18413,10430,11333,2022-05-13 23:00:00
1652486400000,18506,11045,10950,2022-05-14 00:00:00
1652490000000,23950,11838,15696,2022-05-14 01:00:00
1652493600000,23443,11437,15437,2022-05-14 02:00:00
1652497200000,27375,13804,17194,2022-05-14 03:00:00
1652500800000,19057,10851,11396,2022-05-14 04:00:00
1652504400000,19806,11906,11180,2022-05-14 05:00:00
1652508000000,22446,11403,14148,2022-05-14 06:00:00
1652511600000,21101,12359,11773,2022-05-14 07:00:00
1652515200000,21927,14194,11319,2022-05-14 08:00:00
1652518800000,21464,12231,12470,2022-05-14 09:00:00
1652522400000,21919,13419,11836,2022-05-14 10:00:00
1652526000000,20273,13096,10917,2022-05-14 11:00:00
1652529600000,22000,13003,12677,2022-05-14 12:00:00
1652533200000,20229,12354,11463,2022-05-14 13:00:00
1652536800000,22074,13409,12533,2022-05-14 14:00:00
1652540400000,24502,14465,14208,2022-05-14 15:00:00
1652544000000,20261,12574,11534,2022-05-14 16:00:00
1652547600000,19739,12026,11711,2022-05-14 17:00:00
1652551200000,20413,11761,12434,2022-05-14 18:00:00
1652554800000,23515,12374,15016,2022-05-14 19:00:00
1652558400000,21148,11894,13055,2022-05-14 20:00:00
1652562000000,25112,13741,15578,2022-05-14 21:00:00
1652565600000,21431,11682,13633,2022-05-14 22:00:00
1652569200000,20984,11119,13374,2022-05-14 23:00:00
1652572800000,19960,10315,13004,2022-05-15 00:00:00
1652576400000,17572,9162,11615,2022-05-15 01:00:00
1652580000000,16321,9110,10281,2022-05-15 02:00:00
1652583600000,20856,12493,11692,2022-05-15 03:00:00
1652587200000,21573,11719,13449,2022-05-15 04:00:00
1652590800000,20725,10234,13325,2022-05-15 05:00:00
1652594400000,17795,9056,11347,2022-05-15 06:00:00
1652598000000,25329,15931,13133,2022-05-15 07:00:00
1652601600000,20103,11581,11595,2022-05-15 08:00:00
1652605200000,23281,11407,15039,2022-05-15 09:00:00
1652608800000,21346,10952,13274,2022-05-15 10:00:00
1652612400000,21626,11128,13545,2022-05-15 11:00:00
1652616000000,19644,10844,12146,2022-05-15 12:00:00
1652619600000,20698,12199,11995,2022-05-15 13:00:00
1652623200000,21321,11640,13458,2022-05-15 14:00:00
1652626800000,22198,12518,13502,2022-05-15 15:00:00
1652630400000,19102,10993,11809,2022-05-15 16:00:00
1652634000000,23066,11611,15444,2022-05-15 17:00:00
1652637600000,20318,11159,12959,2022-05-15 18:00:00
1652641200000,21692,10999,14544,2022-05-15 19:00:00
1652644800000,19116,11206,11602,2022-05-15 20:00:00
1652648400000,21472,11584,13732,2022-05-15 21:00:00
1652652000000,17735,10059,11152,2022-05-15 22:00:00
1652655600000,19999,9754,13680,2022-05-15 23:00:00
1652659200000,18836,9772,12362,2022-05-16 00:00:00
1652662800000,21500,11298,13709,2022-05-16 01:00:00
1652666400000,23587,11707,15450,2022-05-16 02:00:00
1652670000000,24999,14593,14154,2022-05-16 03:00:00
1652673600000,22090,10742,14472,2022-05-16 04:00:00
1652677200000,21577,10612,13954,2022-05-16 05:00:00
1652680800000,18420,10260,11063,2022-05-16 06:00:00
1652684400000,22865,13839,12478,2022-05-16 07:00:00
1652688000000,24894,13293,16124,2022-05-16 08:00:00
1652691600000,22098,10507,14723,2022-05-16 09:00:00
1652695200000,23643,12168,14745,2022-05-16 10:00:00
1652698800000,23781,11325,15793,2022-05-16 11:00:00
1652702400000,24788,12180,16387,2022-05-16 12:00:00
1652706000000,20690,11914,12444,2022-05-16 13:00:00
1652709600000,20885,12973,11778,2022-05-16 14:00:00
1652713200000,22481,13312,13497,2022-05-16 15:00:00
1652716800000,20653,12461,12267,2022-05-16 16:00:00
1652720400000,20257,12140,12140,2022-05-16 17:00:00
1652724000000,17897,11021,10636,2022-05-16 18:00:00
1652727600000,19235,11208,11856,2022-05-16 19:00:00
1652731200000,20132,10941,12745,2022-05-16 20:00:00
1652734800000,19736,11168,12155,2022-05-16 21:00:00
1652738400000,19818,11107,12580,2022-05-16 22:00:00
1652742000000,18996,10186,12387,2022-05-16 23:00:00
1652745600000,18915,10340,12142,2022-05-17 00:00:00
1652749200000,20892,11990,12602,2022-05-17 01:00:00
1652752800000,17966,10394,10890,2022-05-17 02:00:00
1652756400000,25581,15562,13896,2022-05-17 03:00:00
1652760000000,21114,11046,13319,2022-05-17 04:00:00
1652763600000,20026,9882,13115,2022-05-17 05:00:00
1652767200000,21806,11008,13857,2022-05-17 06:00:00
1652770800000,22336,11876,13543,2022-05-17 07:00:00
1652774400000,26350,16755,13249,2022-05-17 08:00:00
1652778000000,21758,11145,13778,2022-05-17 09:00:00
1652781600000,21946,11528,13348,2022-05-17 10:00:00
1652785200000,22697,12581,13281,2022-05-17 11:00:00
1652788800000,21712,12378,12738,2022-05-17 12:00:00
1652792400000,23401,13056,14189,2022-05-17 13:00:00
1652796000000,21702,11598,13411,2022-05-17 14:00:00
1652799600000,23377,12801,14707,2022-05-17 15:00:00
1652803200000,21216,12207,13074,2022-05-17 16:00:00
1652806800000,19282,11159,11872,2022-05-17 17:00:00
1652810400000,18502,11120,11041,2022-05-17 18:00:00
1652814000000,18831,10703,11742,2022-05-17 19:00:00
1652817600000,18306,11046,10866,2022-05-17 20:00:00
1652821200000,17414,10312,10594,2022-05-17 21:00:00
1652824800000,20601,10955,13240,2022-05-17 22:00:00
1652828400000,20187,9846,13704,2022-05-17 23:00:00
1652832000000,20396,10282,13326,2022-05-18 00:00:00
1652835600000,21134,11568,12920,2022-05-18 01:00:00
1652839200000,23414,13288,13616,2022-05-18 02:00:00
1652842800000,24563,17041,11267,2022-05-18 03:00:00
1652846400000,20811,10546,13450,2022-05-18 04:00:00
1652850000000,23850,10968,15953,2022-05-18 05:00:00
1652853600000,23203,11725,14640,2022-05-18 06:00:00
1652857200000,24243,12628,14825,2022-05-18 07:00:00
1652860800000,33572,16647,20937,2022-05-18 08:00:00
1652864400000,24620,11615,16228,2022-05-18 09:00:00
1652868000000,24901,12414,15570,2022-05-18 10:00:00
1652871600000,21967,12021,13456,2022-05-18 11:00:00
1652875200000,22106,10565,14854,2022-05-18 12:00:00
1652878800000,20065,11650,12255,2022-05-18 13:00:00
1652882400000,19471,11834,11314,2022-05-18 14:00:00
1652886000000,20218,12295,11949,2022-05-18 15:00:00
1652889600000,19419,11777,11725,2022-05-18 16:00:00
1652893200000,18527,11165,11228,2022-05-18 17:00:00
1652896800000,18816,11114,11502,2022-05-18 18:00:00
1652900400000,20485,11423,12984,2022-05-18 19:00:00
1652904000000,18222,10457,11381,2022-05-18 20:00:00
1652907600000,21483,10392,14719,2022-05-18 21:00:00
1652911200000,19662,10332,13136,2022-05-18 22:00:00
1652914800000,18758,11128,11499,2022-05-18 23:00:00
1652918400000,16108,9551,9909,2022-05-19 00:00:00
1652922000000,15724,9281,9630,2022-05-19 01:00:00
1652925600000,16724,9513,10701,2022-05-19 02:00:00
1652929200000,22981,12866,13550,2022-05-19 03:00:00
1652932800000,25368,13113,15628,2022-05-19 04:00:00
1652936400000,23071,10115,16074,2022-05-19 05:00:00
1652940000000,21200,8884,14916,2022-05-19 06:00:00
1652943600000,24045,11949,15270,2022-05-19 07:00:00
1652947200000,24559,13119,14808,2022-05-19 08:00:00
1652950800000,21081,10430,13668,2022-05-19 09:00:00
1652954400000,16890,9205,10435,2022-05-19 10:00:00
1652958000000,22483,10272,15367,2022-05-19 11:00:00
1652961600000,21200,10423,13828,2022-05-19 12:00:00
1652965200000,21016,10899,13570,2022-05-19 13:00:00
1652968800000,20465,11344,12731,2022-05-19 14:00:00
1652972400000,18528,11087,10974,2022-05-19 15:00:00
1652976000000,20160,11329,12704,2022-05-19 16:00:00
1652979600000,21757,11306,14358,2022-05-19 17:00:00
1652983200000,20534,11284,13288,2022-05-19 18:00:00
1652986800000,21958,10653,15033,2022-05-19 19:00:00
1652990400000,17737,10090,11253,2022-05-19 20:00:00
1652994000000,18129,9952,11746,2022-05-19 21:00:00
1652997600000,16863,9380,10685,2022-05-19 22:00:00
1653001200000,17568,9326,11510,2022-05-19 23:00:00
1653004800000,17797,9257,11897,2022-05-20 00:00:00
1653008400000,17158,8901,11385,2022-05-20 01:00:00
1653012000000,20949,11943,12377,2022-05-20 02:00:00
1653015600000,26426,14379,15788,2022-05-20 03:00:00
1653019200000,21039,9360,14858,2022-05-20 04:00:00
1653022800000,19831,9699,13148,2022-05-20 05:00:00
1653026400000,19341,9735,12514,2022-05-20 06:00:00
1653030000000,22192,13811,11782,2022-05-20 07:00:00
1653033600000,25151,12099,16294,2022-05-20 08:00:00
1653037200000,24128,11628,15707,2022-05-20 09:00:00
1653040800000,20511,11167,12643,2022-05-20 10:00:00
1653044400000,18123,10784,10475,2022-05-20 11:00:00
1653048000000,20593,12125,11886,2022-05-20 12:00:00
1653051600000,19624,11701,11373,2022-05-20 13:00:00
1653055200000,19744,11600,11810,2022-05-20 14:00:00
1653058800000,19167,11534,11175,2022-05-20 15:00:00
1653062400000,19755,11633,11955,2022-05-20 16:00:00
1653066000000,20521,11574,12848,2022-05-20 17:00:00
1653069600000,20329,10852,13286,2022-05-20 18:00:00
1653073200000,18171,10262,11734,2022-05-20 19:00:00
1653076800000,19496,10892,12516,2022-05-20 20:00:00
1653080400000,18513,10530,11805,2022-05-20 21:00:00
1653084000000,19384,10065,13003,2022-05-20 22:00:00
1653087600000,18230,9366,12365,2022-05-20 23:00:00
1653091200000,19005,11697,10950,2022-05-21 00:00:00
1653094800000,16086,8707,10548,2022-05-21 01:00:00
1653098400000,19081,9505,12798,2022-05-21 02:00:00
1653102000000,23754,14423,12961,2022-05-21 03:00:00
1653105600000,22877,11980,14602,2022-05-21 04:00:00
1653109200000,22381,10167,15628,2022-05-21 05:00:00
1653112800000,19191,8514,13826,2022-05-21 06:00:00
1653116400000,21140,14211,10740,2022-05-21 07:00:00
1653120000000,22569,12192,13458,2022-05-21 08:00:00
1653123600000,22703,10111,15411,2022-05-21 09:00:00
1653127200000,24917,11377,16523,2022-05-21 10:00:00
1653130800000,23514,11667,15154,2022-05-21 11:00:00
1653134400000,19532,9906,12890,2022-05-21 12:00:00
1653138000000,21076,10140,14292,2022-05-21 13:00:00
1653141600000,20939,10824,13375,2022-05-21 14:00:00
1653145200000,20146,10768,12919,2022-05-21 15:00:00
1653148800000,21577,10922,14428,2022-05-21 16:00:00
1653152400000,22907,10651,16013,2022-05-21 17:00:00
1653156000000,18347,9429,12427,2022-05-21 18:00:00
1653159600000,19941,10129,13961,2022-05-21 19:00:00
1653163200000,20234,9415,14135,2022-05-21 20:00:00
1653166800000,18077,8996,12406,2022-05-21 21:00:00
1653170400000,19898,9193,14049,2022-05-21 22:00:00
1653174000000,16788,7980,11633,2022-05-21 23:00:00
1653177600000,18748,8285,13125,2022-05-22 00:00:00
1653181200000,19503,9507,12870,2022-05-22 01:00:00
1653184800000,21252,11509,12718,2022-05-22 02:00:00
1653188400000,23673,13480,13788,2022-05-22 03:00:00
1653192000000,17007,8313,11482,2022-05-22 04:00:00
1653195600000,15536,7574,10457,2022-05-22 05:00:00
