window_start,window_end,sharpe_backtest,mdd_backtest,trade_freq_backtest,final_value_backtest,sharpe_forwardtest,mdd_forwardtest,trade_freq_forwardtest,final_value_forwardtest,best_params,success
2020-05-14,2022-05-14,0.864619370498405,0.01416502160724728,26.475798617063834,121812.27546400043,1.2990913965860131,0.02836273442096004,26.535738753139988,38423.274802000116,"{'n_estimators': 100, 'max_depth': 5}",0
2020-11-14,2022-11-14,0.8089208819579651,0.016518584577900484,26.111301565535367,136999.29599200052,1.309456930131381,0.040168968145568966,27.083809088833068,27080.25555399994,"{'n_estimators': 100, 'max_depth': 5}",0
2021-05-14,2023-05-14,0.8428894351380037,0.03748587912744329,26.500314052418204,118653.0091839995,13.479773976408698,0.06553035125000374,26.84731868382102,40852.31616400005,"{'n_estimators': 100, 'max_depth': 5}",1
2021-11-14,2023-11-14,1.5656893801706109,0.0630166503005326,26.673896911924196,80470.32571400044,1.2885007498128374,0.04311802335613591,26.892861209154045,56308.9248600003,"{'n_estimators': 100, 'max_depth': 5}",0
2022-05-14,2024-05-14,1.4126892769973558,0.02836273442096004,26.70010830530696,69286.4784480003,1.2384064904417753,0.05366000008104619,26.75422138836773,57040.1031939998,"{'n_estimators': 100, 'max_depth': 5}",0
2022-11-14,2024-11-14,1.6678399929456882,0.040168968145568966,26.98512227099128,73396.54041400012,7.932075509700927,0.0436352846777124,26.37608270466611,34532.73975199991,"{'n_estimators': 100, 'max_depth': 5}",1
